"","ages","Stimulating","Anxiety_producing","Calming","Love","Blissful","Energetic","Sociable","Charming","Bizarre","Intense","Difficult","Funny","Interesting","Visual","Spiritual","Enhanced_body_feeling","Bodily_discomfort","Enhanced_imagination","Rational","Irritating","Confusing","Fast_paced","Trivial","Long_lasting","Emotional","Constructive","Self_centered","Dangerous","Constructive","Erotic","Worth_it","Sneaky","Too_much","Sobering","Spaced_out","Colorful","Relieving","Insightful","Profound","Mystical","Incredible","Life_changing","Impairing","Subtle","Easy_to_overdoo","Hard_to_resist","Intellectual","Enhances_aesthetics","Digital","Artistic","Enjoyment_of_music","Delight_in_food","substance","times_taken","samples"
"291",27,2,-1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,-2,2,2,-1,-2,-1,-2,2,2,2,0,-2,2,2,2,1,0,-2,1,2,0,1,2,2,2,2,1,-2,2,0,2,2,1,2,2,2,"LSD",6,74
"292",27,1,0,0,2,2,1,2,1,2,2,1,2,1,2,2,2,0,2,1,-2,0,-1,-2,1,2,1,1,-2,1,1,2,1,0,-2,2,2,0,2,2,2,2,2,2,-2,2,-1,2,2,-1,2,2,2,"Psilocybin",6,39
"293",27,-1,1,-1,0,0,0,-1,-1,2,2,1,0,2,2,2,2,1,2,-2,-1,1,2,-2,-2,1,-1,-2,-2,1,-1,2,2,1,-2,2,2,-1,2,2,2,2,2,2,-2,2,-2,2,2,1,1,2,-2,"DMT",4,17
"294",27,-1,2,-1,-1,-1,-1,-2,-2,2,2,2,1,2,2,1,-1,2,1,-2,1,2,2,0,-2,1,-2,0,-2,-2,-2,-1,-2,2,-2,2,2,-2,1,1,1,2,1,2,-2,2,-2,-1,2,2,1,1,-2,"Salvia",4,10
"295",27,1,-1,1,1,2,2,2,2,2,1,0,1,2,2,2,2,-1,2,2,-1,-1,-1,-1,1,2,2,0,-1,1,1,1,-1,0,-2,1,2,1,1,2,2,1,1,1,-2,1,-1,1,2,1,2,2,0,"2C-I",2,2
"296",27,2,-1,1,2,2,2,2,2,1,2,-2,2,2,2,2,2,-2,2,-1,-2,-1,1,-1,1,2,2,0,0,1,2,1,-1,-1,-2,1,2,1,2,2,2,2,2,2,-2,1,-1,2,2,1,2,2,0,"MDMA",4,45
"297",27,2,-1,1,2,2,2,2,2,-1,2,-2,2,2,0,-1,1,-2,2,2,-2,-2,1,-2,-2,1,1,1,1,2,1,-1,1,-1,-2,-2,1,1,2,2,0,1,0,-2,0,2,1,2,2,-1,2,2,-1,"Cocaine",6,10
"298",62,2,2,2,0,0,1,2,2,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,0,2,-1,1,2,-2,1,-1,0,1,-2,-2,-2,2,0,0,0,0,1,2,0,2,1,-1,-1,-2,0,2,1,"Alcohol",7,34
"299",27,-1,-2,1,1,1,-1,-1,-1,1,1,-1,0,2,2,1,2,-1,2,0,0,1,0,1,0,-1,-2,0,-1,-2,-1,0,-1,0,-2,2,2,2,2,1,0,0,0,2,-1,1,-1,-1,1,1,1,2,0,"Ketamine",2,8
"300",27,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,-1,1,1,-2,0,0,-2,0,-1,-2,1,-2,2,2,1,1,1,1,1,0,2,1,2,-1,0,1,1,1,2,0,"DXM",6,9
"301",27,1,-2,2,1,1,1,2,2,-1,-2,-2,1,2,0,0,1,-2,1,1,-2,-2,-2,1,-1,1,2,1,-2,2,1,2,-2,-2,-2,1,1,1,1,0,0,0,0,1,-1,2,1,2,2,-2,1,2,2,"Alprazolam",7,3
"302",27,1,-1,2,1,2,1,2,2,-2,-2,-2,1,2,0,1,2,-2,2,1,-2,-2,-2,-2,0,1,1,1,1,1,1,1,1,-1,-2,1,1,2,1,1,0,1,0,-1,0,2,1,1,1,-1,1,2,2,"Morphine",6,5
"303",27,1,-1,2,1,2,1,2,2,-1,1,-2,1,1,0,1,2,-2,1,1,-2,-2,-2,1,-2,1,-2,1,1,-2,1,-2,2,-1,-2,1,1,2,1,1,0,2,0,1,-1,2,1,1,2,0,1,2,2,"Heroine",5,20
"304",27,-1,-2,1,1,1,0,2,2,-1,-2,-2,1,1,-1,0,1,-2,2,1,-2,-1,-2,-2,1,0,1,0,-2,1,0,1,-2,-2,-2,1,1,1,1,1,0,0,0,1,1,2,0,-1,0,-1,1,2,2,"Clonazepam",7,4
"305",26,1,-2,2,1,1,-1,1,2,-2,-2,-2,2,1,-2,1,1,-2,2,-1,-2,0,-2,-2,-1,1,1,-2,-2,1,1,2,0,-2,-1,0,-2,2,2,0,1,2,2,-2,1,-2,1,1,1,0,2,2,2,"Marijuana",7,64
"306",27,1,-1,1,1,1,1,1,1,-1,-1,-2,1,1,0,-1,1,-2,1,1,-2,-2,-2,0,1,1,2,-1,-2,2,1,1,-2,-2,-2,-1,1,1,1,1,1,0,0,-1,1,-2,-1,1,1,-1,1,2,2,"Kratom",7,1
"307",24,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0,2,2,0,2,0,-2,0,2,2,1,-2,2,0,2,0,0,1,0,2,1,2,2,0,0,1,-1,-1,-1,-2,2,2,2,2,2,2,"Psilocybin",1,39
"308",28,-1,1,2,0,0,1,-1,-1,1,1,0,1,2,1,0,1,1,2,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,2,2,"Marijuana",5,64
"309",28,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,-1,-1,-2,-2,-2,-1,2,2,0,1,2,-2,2,0,1,0,2,1,2,2,2,2,2,2,0,0,2,-1,2,2,0,2,0,0,"Psilocybin",2,39
"310",21,2,1,0,2,2,2,2,1,2,1,-2,-1,2,0,0,2,1,2,-1,-2,-1,2,-2,0,2,1,1,1,1,1,1,1,0,-2,-1,0,-2,1,1,1,2,1,-1,-2,1,-2,1,2,-1,1,2,-2,"Psilocybin",4,39
"311",20,2,0,1,1,1,0,1,-1,2,1,1,2,2,2,2,1,0,2,1,-2,1,1,0,1,1,1,0,0,2,0,2,0,-2,0,0,1,1,1,2,1,2,2,1,0,2,1,1,-1,0,0,1,0,"LSD",4,74
"312",21,1,2,1,1,1,-1,-2,0,2,2,1,1,2,1,0,1,1,2,1,0,1,-1,0,1,1,2,1,-2,2,-2,2,0,1,1,-2,1,1,1,1,1,1,2,-1,-1,-2,-2,2,2,-1,1,1,-2,"Psilocybin",3,39
"313",21,1,-1,1,1,1,1,2,2,0,-1,1,2,1,-2,0,0,-2,1,-2,0,1,-1,-2,-2,1,1,1,1,1,1,1,-2,0,-2,-1,1,1,1,0,-2,0,0,1,1,2,1,0,1,0,1,1,1,"Alcohol",6,34
"314",19,2,1,1,1,2,2,2,1,2,2,-2,2,2,2,2,2,0,2,-1,-1,1,-2,-2,2,2,2,2,-1,2,-2,2,-1,-2,-2,-2,2,-1,2,2,2,2,2,1,-2,-2,2,2,-1,-1,1,2,-2,"LSD",4,74
"315",19,2,1,0,2,1,0,0,0,2,2,1,2,2,-1,2,2,-1,2,-1,1,2,0,-2,2,2,2,1,-1,1,1,1,-2,-1,-2,-1,2,-1,2,2,2,2,2,2,-1,2,2,2,0,-2,2,2,-2,"Psilocybin",4,39
"316",19,1,0,1,0,1,1,1,1,2,1,0,1,1,-1,0,1,-2,1,-2,-1,0,-2,0,-1,-1,-1,-1,0,-1,2,2,-1,-2,-2,-2,-1,-1,-1,-1,0,1,-1,1,-1,-1,2,1,0,-2,1,2,1,"Alcohol",6,34
"317",19,2,0,-2,1,2,2,2,0,2,2,-1,2,2,0,0,2,-1,1,-1,-1,-1,2,1,1,-1,-1,-1,0,-1,2,0,-1,-1,-1,-1,0,-1,1,1,1,1,-1,1,-2,1,1,-1,-1,-1,0,2,-2,"MDMA",5,45
"318",19,1,-2,2,2,2,1,1,2,0,-1,-2,1,1,-1,2,2,-2,2,1,-2,-2,-2,1,0,0,0,-1,-2,0,2,2,-2,-2,-2,1,0,1,1,1,1,1,0,-2,1,-2,2,2,-1,-2,2,2,0,"Marijuana",7,64
"319",19,2,0,-2,0,0,2,2,1,1,1,-2,1,1,0,0,2,-1,1,-1,-1,1,2,0,-1,-1,-1,-1,1,-1,2,0,-2,-1,-2,-2,-2,-2,-2,-2,-2,0,-2,1,-2,0,1,-1,-1,-1,-1,2,-2,"Cocaine",5,10
"320",19,2,1,1,-1,0,1,2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,1,2,1,-2,0,-2,-2,-2,2,0,0,2,2,0,-2,-2,-2,-2,-2,1,1,1,-2,-2,-2,-2,2,-1,2,-2,0,-2,1,2,1,"Tobacco",6,7
"321",25,1,1,1,0,0,-1,1,0,1,1,1,1,1,-1,0,1,1,0,-2,1,1,0,0,1,1,-1,1,2,-2,-2,0,0,1,-2,1,0,0,-1,-1,-1,-1,-2,2,-2,2,0,-2,-2,-2,0,0,-2,"Alcohol",6,34
"322",21,2,0,0,0,0,2,2,0,2,2,0,2,2,2,0,1,1,2,0,0,0,2,0,1,0,2,0,0,0,0,2,0,0,0,2,2,0,0,2,2,2,0,2,-2,2,2,0,1,1,2,-1,-2,"Mescaline",1,7
"323",24,2,-2,2,2,2,1,2,2,-1,2,-2,0,2,1,1,1,-2,0,1,-2,-2,0,-2,2,2,2,0,0,2,2,2,-2,-1,0,0,0,2,2,2,1,2,1,-2,-2,1,0,2,-1,-2,0,2,-2,"MDMA",2,45
"324",19,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,-1,1,0,-1,0,0,0,0,1,1,0,-1,0,1,2,1,0,-1,1,0,1,1,0,0,0,1,0,1,-2,1,1,0,0,1,2,2,"Marijuana",7,64
"325",42,-1,0,0,2,2,0,-1,0,2,2,2,1,2,2,2,2,1,2,-2,1,2,1,-2,2,2,1,0,1,1,-1,1,0,1,-2,0,1,1,1,1,2,2,2,1,-1,2,-2,1,2,-2,2,2,1,"Psilocybin",3,39
"326",NA,-2,1,2,1,-1,-1,2,0,-1,-1,0,2,0,-2,-2,-1,2,-2,-2,-2,2,0,1,1,-1,-2,-2,2,-2,-1,-2,1,-1,-2,0,-2,-2,-2,-2,-2,-2,-2,2,-2,2,2,-2,-2,0,-2,-1,-2,"Alcohol",7,34
"327",18,2,1,1,2,2,2,0,2,0,2,2,2,2,2,2,2,1,2,2,-2,-2,0,0,2,2,2,2,-2,2,-2,2,0,-1,-2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,-2,"LSD",1,74
"328",18,2,-1,-1,-1,2,2,2,-1,2,2,1,2,2,2,2,2,2,1,2,2,2,0,-1,2,2,2,-2,-2,2,-2,2,-2,-2,-2,0,2,1,2,2,2,2,2,0,-2,2,2,2,-1,-2,1,1,-2,"LSD",2,74
"329",26,2,-1,2,2,2,2,-1,1,2,2,1,2,2,2,2,2,-2,2,-1,-2,2,-1,0,1,2,1,1,0,1,2,2,0,0,1,1,2,2,2,2,2,2,2,0,-1,-2,-1,2,2,0,2,2,2,"LSD",5,74
"330",26,2,0,2,2,2,2,-2,2,2,2,1,2,2,2,2,2,0,2,-2,0,-2,2,0,-2,1,2,2,0,2,1,2,-1,0,2,2,2,2,2,2,2,2,2,0,0,1,0,2,2,-2,2,2,0,"DMT",3,17
"331",25,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,0,0,1,0,-1,0,2,2,0,-2,2,1,2,1,-1,2,1,1,1,1,1,0,2,1,-1,1,-2,-2,1,1,0,1,2,1,"LSD",3,74
"332",25,1,-1,1,1,-1,1,1,-1,-1,-1,0,1,1,-2,-2,-1,-1,1,0,-1,-1,0,1,-2,1,0,0,1,0,1,1,0,0,-2,-2,-2,1,-1,-1,-2,-2,-2,1,-1,1,0,-1,-1,-1,-1,-1,-1,"Alcohol",6,34
"333",35,1,-2,1,1,2,1,1,1,-1,-1,-2,0,2,1,1,1,0,1,0,-2,-2,-1,-2,1,2,2,-2,-2,2,1,2,-2,-2,-1,-1,1,1,1,1,1,1,1,-2,-1,-1,1,1,2,1,0,2,-2,"MDMA",5,45
"334",35,1,1,1,2,2,-2,-2,-2,1,1,1,-1,2,2,2,1,1,2,-2,-2,1,-1,-2,2,2,2,-1,-2,2,1,2,-2,-1,0,1,2,2,2,2,2,2,2,-2,-2,-2,-1,1,2,-1,1,2,-2,"LSD",2,74
"335",26,2,0,1,1,1,1,1,0,1,1,0,2,2,1,1,2,-2,2,1,0,0,-2,-2,-1,1,1,0,-2,1,2,2,-2,-2,-2,2,2,2,2,2,1,2,1,1,-2,-2,0,2,2,-2,2,2,2,"Marijuana",7,64
"336",23,1,1,-1,2,2,2,1,1,1,1,0,2,2,2,1,2,1,2,0,0,1,1,0,0,1,1,-1,-1,1,2,2,-2,-1,-1,0,2,1,2,1,1,2,1,0,1,0,-2,1,2,2,1,2,-1,"2C-B",4,8
"337",24,1,-2,1,0,1,-2,0,0,0,0,0,0,1,0,0,1,-1,-1,1,-1,1,-1,1,1,0,1,0,0,1,-2,1,0,0,2,0,0,1,1,-1,1,0,1,-1,2,0,0,1,1,0,0,-1,1,"Alprazolam",5,3
"338",28,2,1,-2,2,2,2,1,2,2,1,0,1,2,2,1,2,1,2,-1,-1,1,2,1,1,2,1,0,0,1,2,1,0,-1,-2,-1,0,0,2,1,0,1,0,0,-1,-1,-1,1,2,1,2,2,-1,"MDMA",4,45
"339",26,2,2,2,2,2,2,-2,2,2,2,2,-1,2,2,2,0,1,2,-2,0,1,2,-2,0,2,2,-2,-2,2,-2,2,-2,-2,2,-2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,-2,2,2,-2,"DMT",4,17
"340",24,2,-2,2,0,0,0,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,"Tobacco",7,7
"341",21,1,1,0,1,2,2,0,0,2,2,1,1,2,2,0,1,-1,2,0,-2,1,0,-2,2,2,0,-2,-2,0,0,2,-1,-1,1,0,2,0,2,2,0,2,0,-2,0,1,0,2,2,-2,0,2,-2,"LSD",2,74
"342",30,-1,2,-2,-1,-2,-2,-2,-2,2,2,0,-2,-2,2,-2,-2,2,-1,-2,0,2,2,-2,-2,1,-2,0,2,-2,-2,-2,-2,1,-2,-2,-1,-2,-2,-2,-2,1,-2,2,-2,2,-2,-2,-2,2,-2,-2,-2,"Salvia",2,10
"343",22,2,-1,2,2,2,2,2,0,-2,1,-2,1,1,1,0,2,-2,1,1,-2,-2,2,0,2,2,2,-2,-2,1,0,2,-2,-2,-1,1,1,0,0,0,1,1,0,-2,-1,2,0,1,1,0,1,2,-2,"MDMA",3,45
"344",63,2,1,-1,1,0,1,0,0,2,2,1,1,2,2,1,1,0,2,-2,1,1,2,-2,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,2,1,1,2,1,-2,1,-1,0,1,0,1,1,0,"LSD",3,74
"345",63,1,0,-1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,-1,0,0,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,1,1,1,1,0,1,1,-2,"Cocaine",6,10
"346",63,1,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,1,"Prozac",6,2
"347",63,0,-1,1,1,0,0,1,1,1,1,1,1,0,0,0,-1,1,0,-2,1,2,0,-2,1,1,-1,1,2,-1,0,-1,1,1,1,0,0,0,0,-2,-2,-2,-2,2,-2,1,-1,-1,0,0,0,1,1,"Alcohol",7,34
"348",22,0,1,1,1,2,0,-1,0,-1,-1,-2,1,1,1,1,1,-2,2,1,-2,-1,-1,-2,-1,1,1,-1,-2,1,-2,2,2,-2,-2,1,1,2,2,2,2,0,1,-1,-1,-1,1,2,2,-1,1,1,2,"Marijuana",7,64
"349",27,2,0,1,2,2,1,1,0,1,1,0,2,2,2,2,2,0,1,1,0,1,0,-2,2,2,2,0,0,1,1,2,0,-1,-1,-1,1,1,2,2,0,2,1,0,0,1,0,2,2,-1,2,2,-2,"LSD",4,74
"350",21,2,2,2,2,2,2,2,1,1,0,-1,2,2,1,1,2,-1,1,1,-1,-1,1,0,0,1,1,-1,-2,1,0,2,-2,-2,-1,2,1,2,1,2,-1,1,2,2,0,0,-2,2,1,-2,1,2,2,"Marijuana",6,64
"351",21,-2,1,-1,-1,-1,1,2,-1,-1,1,1,1,1,-1,-2,-2,1,-2,-2,1,1,-2,1,1,1,-1,1,2,0,2,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,0,-1,-2,-2,-2,1,1,"Alcohol",7,34
"352",21,2,0,0,2,2,1,-1,1,2,0,0,1,2,2,2,2,0,2,2,0,-1,0,-1,1,1,2,1,-2,2,0,2,0,0,1,-1,2,0,2,1,1,2,2,-1,0,-2,-2,2,2,0,2,2,0,"Psilocybin",1,39
"353",21,-2,1,0,1,-1,-1,-2,-2,-1,-2,1,-2,-2,-2,-2,1,2,-2,-1,-1,1,-1,0,1,2,-1,1,1,0,-2,-2,0,0,0,0,0,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,-2,0,0,"Zoloft",6,2
"354",22,1,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,-2,0,-2,0,1,0,0,-2,0,0,1,0,0,1,0,0,0,0,-1,0,1,2,1,0,0,0,0,0,-1,"Tobacco",6,7
"355",22,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,"Caffeine",7,7
"356",22,-1,-1,1,0,1,-1,1,0,0,0,-1,-2,-1,-2,0,1,-1,1,-1,0,0,-1,-1,-1,-2,-1,2,-1,-1,-1,2,0,0,0,-1,0,1,0,0,0,0,1,0,1,0,1,-1,0,-2,-1,-1,1,"Tianeptine",6,4
"357",37,2,1,2,2,2,0,-1,1,2,2,1,0,2,2,2,2,1,0,0,0,0,2,0,-2,0,1,-2,-1,0,1,2,1,1,0,0,2,1,1,2,2,2,1,1,-2,1,-1,-2,2,2,0,1,-1,"DMT",5,17
"358",31,2,0,1,0,2,0,-2,0,0,2,0,2,2,2,1,0,0,0,-2,0,1,0,0,1,-1,-2,1,-2,0,-2,2,-2,0,-2,2,0,2,1,1,1,1,0,1,0,-2,2,-2,-2,-2,-2,2,2,"Marijuana",7,64
"359",55,-1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"5HTP",5,2
"360",21,2,1,0,1,1,1,1,1,2,2,1,1,2,1,2,2,0,2,1,1,1,1,-1,2,2,1,0,-1,1,1,1,-1,1,-1,1,1,-1,2,2,0,1,1,0,-2,2,-1,1,2,-2,2,2,-2,"LSD",3,74
"361",23,2,0,2,2,2,2,2,2,2,2,-2,1,1,1,1,2,-2,2,2,-2,0,0,-2,1,2,2,-2,-2,2,2,2,0,-2,2,1,2,2,2,2,2,2,2,-2,1,0,1,2,2,0,2,2,2,"Marijuana",7,64
"362",16,-2,-2,1,1,2,0,1,-1,-2,0,-2,-1,-1,-2,-2,1,-2,-2,-2,-2,0,-2,-2,0,-1,-2,2,-1,-2,-2,2,1,0,-2,2,-2,2,-2,-2,-2,1,-1,1,1,0,2,-1,-1,0,-2,1,0,"Morphine",5,5
"363",62,1,1,0,1,0,-1,1,0,1,1,0,1,1,1,2,0,-1,2,0,-2,1,0,-2,0,0,0,0,-2,0,0,0,2,0,0,1,1,-1,2,2,2,2,0,-2,1,1,-2,1,1,-2,1,2,2,"Marijuana",7,64
"364",62,1,1,-1,2,0,1,0,0,2,2,0,-1,1,2,2,0,1,2,1,0,1,2,-2,0,1,1,-2,0,1,0,2,0,1,2,0,2,0,2,2,2,2,2,-2,1,0,-2,1,0,-2,1,-1,-1,"Mescaline",3,7
"365",37,0,1,-1,0,1,1,1,0,2,2,1,0,2,2,2,0,0,2,-1,1,2,2,-1,-1,1,1,1,1,1,0,2,0,1,1,2,2,0,2,2,2,2,1,1,0,0,-2,1,0,0,1,0,-1,"Salvia",2,10
"366",22,1,1,-2,0,0,2,-2,0,2,2,2,2,2,2,1,-2,0,2,-2,0,2,2,-2,0,0,0,0,1,0,-2,2,0,0,2,-1,2,-1,1,2,2,2,1,2,-2,2,-2,1,0,0,0,0,0,"Salvia",1,10
"367",100,-1,-2,2,2,2,-2,1,1,0,1,-1,1,0,0,1,2,-1,1,0,-1,-1,-1,-1,1,1,0,2,1,0,0,0,2,1,-1,1,0,2,0,0,1,2,2,1,-1,2,2,1,0,0,1,1,-1,"Heroine",5,20
"368",18,2,2,1,1,2,-1,-1,-2,0,1,1,-1,1,1,0,2,-1,1,-1,-2,-2,1,-2,0,-2,-2,-2,-2,-2,-2,1,-2,0,-2,1,-1,-1,-2,-2,-2,1,-2,1,-1,-1,-1,-2,-2,-2,-2,1,0,"Marijuana",3,64
"369",27,1,2,-1,-1,1,1,0,-2,2,2,2,1,1,-1,0,2,2,1,-2,1,2,1,-2,1,1,-1,2,1,-1,-1,1,1,2,-1,1,-2,-2,-1,-1,1,1,1,2,-2,2,2,-2,-2,-1,1,1,0,"DXM",4,9
"370",27,0,-1,1,0,1,1,1,0,-2,-2,-1,-1,-1,-2,-2,0,-1,-1,0,-2,-1,-1,-1,-1,-1,1,0,-2,1,0,1,1,-2,1,-2,-2,1,-1,-1,-2,0,1,-2,2,-1,1,-1,-1,0,-1,1,1,"Tianeptine",5,4
"371",59,1,0,-1,1,2,2,1,1,-1,1,-1,1,2,2,2,1,0,1,0,-2,0,1,-2,1,1,1,-1,-2,1,0,2,-1,-1,0,1,1,2,2,2,2,2,2,-1,0,-1,-2,1,1,0,2,1,1,"LSD",6,74
"372",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,"Aspirine",6,4
"373",24,1,1,-1,1,1,1,0,0,2,2,1,0,1,2,2,1,2,2,0,0,0,0,-2,1,1,1,-1,-1,1,1,1,-2,1,-1,-1,2,-1,2,2,1,1,1,0,-2,-1,-1,1,1,1,0,1,-2,"2C-E",2,4
"374",24,1,-1,1,0,0,1,1,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,-1,0,0,1,0,-1,2,-2,0,0,0,0,0,0,0,-2,0,-1,0,0,0,0,0,0,0,"L-Tyrosine",6,3
"375",24,2,-1,1,2,2,2,2,2,-1,-1,-1,0,0,1,1,1,-2,1,-1,-1,-1,-1,-1,0,1,1,-1,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,0,-2,1,1,-1,1,1,1,2,-1,"MDA",2,3
"376",22,-1,-1,0,1,0,-1,1,1,-1,-1,-1,-1,2,1,0,-1,0,1,-1,1,-1,-1,-2,1,1,2,0,0,2,0,2,0,0,1,1,0,1,2,2,-1,2,1,2,0,-1,0,1,0,0,0,0,1,"Alcohol",4,34
"377",25,1,-1,1,2,2,1,1,0,1,0,-1,2,2,2,1,1,-1,2,1,-1,0,-1,-2,-1,2,2,-2,-2,2,1,2,-2,-2,0,2,2,2,2,1,2,2,1,0,-2,-2,-2,2,2,2,2,2,1,"2C-B",4,8
"378",22,1,-2,1,2,2,1,2,1,1,0,-1,1,2,1,1,2,-1,0,1,-2,-1,-1,-1,0,2,2,-1,-2,2,0,1,1,0,0,2,2,2,1,1,0,2,1,-2,-2,-1,0,1,2,0,0,2,-2,"MDA",2,3
"379",29,2,-2,2,2,2,2,2,-2,-2,2,-2,2,2,2,2,2,-2,2,2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-1,-2,2,-1,"MDMA",7,45
"380",24,1,1,-1,1,2,0,-1,1,0,1,1,-1,1,2,2,1,0,2,1,-1,1,1,-2,-1,1,1,-1,-2,1,0,2,-2,0,0,-1,2,-1,1,2,1,2,1,0,-2,-1,-1,-1,1,2,1,2,-1,"4-AcO-DMT",3,3
"381",22,1,-2,2,0,1,0,2,0,0,0,-2,2,0,0,0,1,-2,1,2,-2,-2,-2,0,0,0,1,-1,-2,1,-2,1,-2,-2,-2,-2,0,2,0,0,0,0,0,-2,-1,-2,-2,1,0,0,1,2,2,"Marijuana",7,64
"382",28,1,0,2,1,2,-1,-1,0,0,0,-1,2,2,0,2,2,-2,2,2,-1,-1,-1,-1,-1,2,2,0,-2,1,1,2,0,-1,-2,1,1,1,1,1,1,2,1,-1,1,-2,0,2,0,0,1,2,2,"Marijuana",6,64
"383",26,1,0,2,1,1,-1,2,1,0,1,-1,1,2,0,1,1,-2,1,1,-2,0,0,-1,-1,1,1,0,-2,1,1,2,1,-1,-2,1,1,2,1,1,1,2,2,0,-1,-2,1,1,2,-2,2,1,1,"Marijuana",7,64
"384",33,0,2,-1,0,1,-2,-2,-1,1,-1,0,2,0,-1,2,2,0,2,-1,0,2,1,0,-1,-1,1,0,-2,1,1,2,0,1,1,1,1,2,1,0,1,2,1,0,0,2,2,2,2,0,1,0,2,"Marijuana",6,64
"385",26,2,1,-1,1,2,2,-1,0,1,2,1,1,2,2,2,2,0,1,-1,-2,1,0,-2,2,1,-1,1,0,1,-2,2,1,1,-2,-2,2,1,2,2,2,2,2,2,-2,-1,-1,2,1,1,2,2,-2,"Psilocybin",6,39
"386",26,-2,2,-2,-2,-2,-2,-2,-2,2,2,2,-2,1,2,2,2,2,1,-2,-1,2,2,-2,-2,1,2,1,1,2,-2,0,-2,2,-2,2,2,1,2,2,2,2,2,2,-2,2,-2,2,-2,1,1,-2,-2,"DMT",3,17
"387",26,2,0,1,1,1,2,2,2,-1,2,0,1,1,-2,-2,1,-2,1,-2,-1,0,2,0,-1,-1,1,1,2,1,-1,1,-2,0,1,-2,-2,-2,-2,-2,-2,2,2,1,-2,2,1,1,-2,1,2,-2,-2,"Cocaine",6,10
"388",26,-2,1,1,0,0,-2,-2,-2,2,2,2,-2,1,2,-1,1,-2,-1,-1,0,2,0,-2,2,-2,-2,0,2,-2,-2,0,-2,2,-2,2,1,0,-2,-2,-2,2,2,2,-2,2,-2,-2,-1,2,-2,-1,-2,"Ketamine",1,8
"389",26,2,2,0,-1,-1,2,1,-1,1,2,2,-2,1,0,-1,-1,1,1,-2,1,0,2,-2,2,-2,0,2,2,-2,-2,-2,0,1,-2,0,-2,-2,-2,-2,-2,1,2,1,-2,2,2,-2,-2,1,1,-2,-2,"Methamphetamine",6,2
"390",27,1,0,-1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,"Piracetam",6,5
"391",22,0,-2,2,2,2,1,2,1,0,1,-2,2,2,1,2,1,-1,2,2,-1,1,-1,-1,1,-1,1,-2,-2,-1,-2,2,0,-1,-1,0,2,2,2,2,2,2,2,1,-2,-1,-2,2,2,-1,2,2,-2,"LSD",2,74
"392",28,0,1,2,1,1,-1,-1,0,0,0,0,2,2,0,0,1,-1,1,1,0,1,-2,0,-1,0,0,0,-2,1,0,1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,2,"Marijuana",7,64
