"","ages","Stimulating","Anxiety_producing","Calming","Love","Blissful","Energetic","Sociable","Charming","Bizarre","Intense","Difficult","Funny","Interesting","Visual","Spiritual","Enhanced_body_feeling","Bodily_discomfort","Enhanced_imagination","Rational","Irritating","Confusing","Fast_paced","Trivial","Long_lasting","Emotional","Constructive","Self_centered","Dangerous","Constructive","Erotic","Worth_it","Sneaky","Too_much","Sobering","Spaced_out","Colorful","Relieving","Insightful","Profound","Mystical","Incredible","Life_changing","Impairing","Subtle","Easy_to_overdoo","Hard_to_resist","Intellectual","Enhances_aesthetics","Digital","Artistic","Enjoyment_of_music","Delight_in_food","substance","times_taken","samples"
"88",32,1,1,0,0,0,1,0,-1,1,2,-1,0,2,2,1,1,1,0,-2,1,-1,-2,-2,2,-2,-1,-2,-2,-2,-1,2,0,0,0,0,2,-1,1,2,1,2,2,1,-2,0,-1,0,2,0,1,2,-2,"LSD",1,74
"89",31,1,-2,1,2,2,1,2,-1,1,1,-1,-1,0,0,1,2,-2,-1,-1,0,0,1,-2,1,2,2,-1,-2,2,-1,2,1,0,-2,-2,0,0,2,2,0,2,2,1,-2,1,2,2,1,0,0,1,-2,"MDMA",3,45
"90",22,2,1,1,2,2,2,1,0,2,2,0,1,2,2,2,2,1,2,-1,-1,-1,0,-2,1,1,2,0,0,1,1,2,-2,0,0,1,0,1,2,2,2,2,2,-2,-1,0,0,2,2,0,1,2,0,"LSD",5,74
"91",35,1,-2,1,1,-1,0,1,0,0,0,-1,0,0,0,0,-1,-1,-1,-2,-1,-1,-2,0,-1,0,-2,1,1,-2,-1,0,-1,0,-2,-1,-1,1,-2,-2,-2,-2,-2,2,-1,1,1,-2,0,-2,0,1,1,"Alcohol",7,34
"92",35,0,2,-1,-1,-1,-1,-2,-1,1,1,2,1,0,-1,0,-1,1,1,-2,2,1,-1,0,0,-1,-1,0,1,-1,-1,-1,0,0,-1,2,0,-2,-1,0,0,-1,0,1,-2,0,-2,-1,0,0,1,-1,1,"Marijuana",5,64
"93",35,1,1,-2,0,0,1,0,0,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,"Caffeine",7,7
"94",35,2,2,-2,-1,-1,2,1,-1,-1,1,2,-1,1,-1,-1,-1,1,1,-1,2,0,2,0,1,0,-1,2,2,-1,-1,-2,0,1,-1,1,1,-2,-2,-2,-1,0,-1,0,-2,0,-2,1,1,0,-1,1,-2,"D-Amphetamine",3,12
"95",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aspirine",6,4
"96",19,2,1,2,2,2,2,-1,0,1,1,0,2,2,1,2,2,1,2,2,-1,1,1,-2,1,2,1,1,0,1,2,2,0,0,-2,2,2,1,2,2,2,2,2,-2,1,2,2,2,2,2,2,2,2,"25I-NBOMe",3,1
"97",35,2,2,-1,1,1,1,-1,-1,2,2,1,1,1,2,1,1,0,2,-1,1,1,1,-2,1,1,0,-1,0,-1,-1,0,0,1,-2,1,2,-1,1,1,0,1,0,0,-1,0,-1,1,2,0,1,2,0,"LSD",3,74
"98",35,2,-2,1,2,2,2,2,2,1,1,-2,0,2,2,2,2,-1,0,1,-1,-1,0,-1,1,2,2,-1,0,2,0,2,0,0,1,1,2,2,2,2,2,2,2,0,0,0,0,1,2,0,1,2,2,"MDMA",3,45
"99",35,2,2,-2,-1,0,2,1,-1,-1,1,1,-1,-1,-1,-1,0,1,-1,0,1,0,2,0,0,-1,-1,2,1,-1,-1,-1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,-1,"Cocaine",3,10
"100",35,-1,-1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-2,0,-1,0,0,-1,1,0,0,1,-1,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,"Prozac",7,2
"101",25,1,-2,2,2,1,-1,2,2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,1,2,-2,-2,-2,-2,-1,2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,2,-2,1,0,-2,-2,-2,-2,1,1,"Alcohol",7,34
"102",32,2,-1,0,2,2,2,2,1,1,2,0,0,1,1,0,2,0,1,-1,-1,1,2,-1,0,2,1,-1,0,1,0,1,-2,-1,-2,0,1,0,1,0,0,1,1,1,-1,1,1,0,1,-2,0,2,-2,"MDMA",3,45
"103",22,-1,-2,2,0,1,-2,2,0,-1,1,-1,1,2,2,0,2,-2,1,-1,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,2,0,-1,2,2,0,1,-1,-1,-1,2,2,1,-1,-2,-1,1,1,-2,-1,2,0,"Marijuana",4,64
"104",18,2,-2,0,2,2,2,2,0,-1,2,-1,1,1,0,1,2,0,1,0,-1,-2,2,-1,1,2,-1,-1,1,-1,2,2,-2,-2,-2,1,0,0,1,2,-2,2,2,1,-2,0,-1,-1,2,0,0,2,0,"MDMA",3,45
"105",23,2,-2,-1,2,2,-1,-2,2,1,2,1,-1,2,2,2,2,-1,0,-2,-2,1,-1,-2,-2,0,1,2,-2,1,-2,2,-2,-2,-2,2,2,-1,1,1,2,2,2,2,-2,-2,-2,0,2,-2,2,2,-2,"DMT",4,17
"106",23,1,-1,2,2,2,1,-1,-1,0,0,0,1,1,0,2,2,-2,1,-1,0,0,0,0,-1,1,1,1,-2,1,1,2,-2,-2,-2,1,-2,1,1,1,-2,-1,-2,-2,-1,-2,-2,1,-2,-2,1,2,2,"Marijuana",6,64
"107",28,0,0,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,-2,-2,-2,2,1,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,0,-2,-2,-2,-2,-2,-2,"Alcohol",6,34
"108",28,2,-2,2,0,0,0,0,0,0,0,-2,2,2,-2,1,2,-2,0,-2,-2,-2,-2,-2,-1,-2,2,0,-2,2,0,2,0,-2,2,1,1,2,2,1,1,0,2,1,2,-2,-2,2,2,0,0,2,2,"Marijuana",6,64
"109",18,2,-1,2,2,2,2,2,1,0,0,-1,-1,0,-2,2,2,-1,1,1,-1,-2,1,-2,0,2,-1,-2,0,0,2,1,-2,-1,-1,-1,1,1,2,2,-1,2,2,-1,-1,1,0,0,2,0,0,2,0,"MDMA",3,45
"110",18,-1,-2,1,-1,-1,-1,1,0,0,0,0,1,-1,-2,-2,-1,0,-2,0,0,0,0,0,0,1,0,1,2,-1,1,1,1,1,0,-2,-1,1,-2,-2,-2,-1,-2,2,0,2,1,-2,-1,0,-1,1,1,"Alcohol",4,34
"111",18,1,-2,2,2,2,-1,1,0,0,1,0,2,2,1,1,2,-1,1,1,0,0,0,0,0,2,1,0,-2,1,2,2,0,0,0,-1,1,2,1,0,0,1,1,0,0,-2,1,2,1,-1,2,2,2,"Marijuana",6,64
"112",43,1,-2,2,2,2,2,2,2,-2,0,-2,0,0,0,0,0,0,2,2,-2,-2,-2,-2,-1,0,2,-2,0,2,0,2,-2,-2,-2,-2,-2,0,0,0,-2,0,2,-2,1,0,1,2,0,0,2,2,-2,"Morphine",7,5
"113",29,2,0,0,0,0,0,-2,0,1,2,0,-2,2,2,2,2,-2,2,0,-2,-2,-2,-2,2,2,2,-2,0,2,-2,2,-2,0,1,2,2,2,2,2,2,2,2,2,-2,2,-2,2,2,0,2,2,-2,"LSD",3,74
"114",23,0,-2,2,2,2,1,1,2,-2,2,-2,-2,2,-2,0,2,-2,-2,2,-2,-2,-2,-2,1,1,1,0,1,1,-2,2,2,0,0,0,-1,2,2,-2,-2,2,2,-2,-2,1,2,1,0,-2,1,1,1,"Heroine",6,20
"115",32,1,-2,0,-2,-2,1,-2,-2,0,2,2,-2,-1,-2,-2,2,2,1,1,2,2,0,2,1,-2,-2,1,2,-2,-2,-1,-2,2,-2,1,-2,0,1,0,-2,-2,-2,2,-2,0,-2,0,-1,2,-2,-1,-2,"DXM",6,9
"116",32,2,1,0,2,2,2,2,2,2,2,0,2,2,2,-1,2,0,2,2,-2,-1,1,-2,1,0,2,-2,-2,2,-2,2,-2,-2,-2,2,2,2,2,2,2,2,2,0,-2,-2,-2,2,2,0,2,2,-2,"Mescaline",2,7
"117",22,1,-2,2,1,1,1,0,0,0,-1,-1,1,1,0,1,0,-1,2,1,-2,-1,0,0,0,0,0,-1,-2,0,1,2,0,-2,-1,1,1,1,2,1,0,0,0,-1,0,-2,-1,1,1,0,0,2,1,"Marijuana",7,64
"118",32,2,2,-2,2,0,1,-2,-1,2,2,2,2,2,2,1,2,-1,2,-1,1,1,2,-2,0,2,0,0,-2,0,0,1,-2,2,-2,2,1,-1,2,2,2,1,1,2,-2,1,-2,2,2,-2,2,2,-2,"Psilocybin",6,39
"119",32,2,-2,2,2,2,2,2,2,0,1,-2,2,2,-1,-1,2,-2,2,2,-1,0,1,-2,-2,2,2,-2,-2,2,2,2,-2,-2,-2,-1,-1,2,2,2,-1,2,2,0,-2,-1,-2,2,-1,-2,2,2,-2,"MDMA",4,45
"120",16,-1,0,1,0,2,-1,0,0,-1,-1,-1,1,0,0,0,2,1,1,0,-1,0,0,0,-1,1,0,0,-1,0,1,1,0,-2,-1,1,0,1,0,-1,-1,0,-1,0,1,-1,0,0,1,-1,1,1,2,"Marijuana",5,64
"121",32,2,2,2,2,1,-2,-1,-1,0,-2,-2,2,2,1,-2,2,0,2,2,0,0,-2,-2,-1,-1,1,-2,-2,1,2,2,-2,-2,-2,1,0,1,2,0,0,0,2,-2,0,-2,-2,2,1,-2,2,2,2,"Marijuana",7,64
"122",32,2,2,-2,-2,0,2,2,0,-2,2,-1,-1,0,-2,-2,2,-2,1,-2,2,1,2,1,-2,-2,1,2,2,1,-2,-2,2,1,0,-1,-2,-2,-2,-2,-2,-2,-2,0,-1,2,2,-2,-2,-2,0,1,-2,"Cocaine",5,10
"123",16,2,0,0,0,0,1,1,0,-2,-1,-1,-1,0,-2,-1,0,0,0,1,0,-1,1,1,0,0,1,0,-2,1,-1,1,0,0,1,1,-1,0,0,-1,-1,-1,-1,-1,1,-1,1,2,0,1,0,0,0,"Caffeine",7,7
"124",32,2,-2,0,0,0,2,2,0,-2,-1,-2,0,2,0,-2,-1,-1,2,2,-1,-2,1,-2,-2,-2,2,-2,-2,2,-2,2,-2,-2,-2,-2,-2,2,2,-1,0,2,2,-2,-2,-1,0,2,0,-2,2,2,-2,"D-Amphetamine",7,12
"125",32,-2,-2,0,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-1,-2,-1,2,-2,2,0,-2,-2,2,2,-2,-2,-2,2,2,-2,2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,2,-2,-2,0,-2,-2,-2,"Clonazepam",7,4
"126",24,1,0,1,1,1,1,2,1,2,1,1,1,1,1,0,2,1,1,-1,-1,1,0,-2,0,0,-1,0,0,-1,-2,0,0,0,0,1,0,-1,0,0,1,1,1,0,-1,0,-1,-2,-2,0,0,2,-2,"DXM",5,9
"127",32,1,0,-1,2,2,1,2,1,-1,2,-1,-1,1,1,2,2,0,1,0,-2,-1,1,-2,0,2,1,-2,0,1,1,2,-1,0,-2,0,1,0,2,2,2,2,2,-1,-1,-1,0,1,1,1,1,2,-1,"MDMA",4,45
"128",33,-1,1,1,1,1,-1,-1,-1,2,2,1,0,2,2,1,2,2,2,0,-1,2,-1,-2,2,2,1,1,-2,2,1,2,-1,0,1,1,0,-1,2,1,1,2,0,1,-2,2,-2,1,-1,-2,-1,1,1,"Psilocybin",4,39
"129",18,-1,1,2,2,2,-1,-2,-2,2,2,2,2,2,2,0,1,1,2,-1,1,1,1,2,-1,2,2,2,-2,1,1,2,-2,-2,2,-2,1,-1,2,2,2,2,2,-2,-2,1,-2,1,1,-2,1,2,-2,"Psilocybin",4,39
"130",52,1,-2,2,1,2,1,1,0,-2,1,-2,0,1,-1,2,0,-2,1,1,-2,-1,-1,-1,0,2,1,0,1,1,1,1,-1,0,-2,-1,-1,2,0,0,1,2,2,0,-1,1,1,1,1,-1,1,1,1,"Heroine",7,20
"131",17,2,-1,1,0,0,2,1,0,0,1,-1,1,1,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,1,1,1,1,-1,1,-2,0,1,1,1,0,1,0,-1,0,2,1,2,0,0,0,1,0,"D-Amphetamine",4,12
"132",19,0,-1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,0,2,1,-1,1,0,0,1,2,2,1,-2,2,0,2,-1,-1,0,1,2,2,2,2,2,2,2,0,0,0,0,2,1,-1,2,2,-2,"Psilocybin",2,39
"133",19,2,-1,-1,2,2,2,2,2,1,0,-2,1,1,0,0,2,-2,1,1,-1,-2,2,0,-1,2,2,0,-1,2,2,2,0,-2,-1,-2,1,1,1,1,1,2,1,-1,0,0,-1,1,1,1,1,2,0,"MDMA",1,45
"134",19,-2,1,1,0,1,-1,-2,1,2,2,2,0,2,2,1,2,1,2,-1,1,1,-1,-1,1,0,-1,-1,1,0,0,1,1,1,-2,2,0,-1,1,1,1,2,0,2,-2,2,2,-2,-1,-1,1,2,-2,"DXM",3,9
"135",19,1,0,1,2,2,2,1,2,2,2,1,2,2,2,2,2,-1,2,2,-1,1,1,0,2,1,2,0,-2,2,1,2,0,-1,0,2,2,2,2,2,2,2,2,0,-1,-1,-1,2,2,2,2,2,1,"AL-LAD",3,2
"136",22,0,1,2,2,2,0,-1,0,0,1,1,0,2,1,2,2,2,2,2,0,0,0,-1,0,2,2,1,-2,2,-1,2,-2,1,1,-2,1,1,2,2,2,2,2,-2,1,-1,1,1,2,1,2,-2,-1,"Psilocybin",5,39
"137",24,1,1,1,1,2,1,-2,2,2,2,1,-1,2,2,2,0,-2,2,0,-2,1,-1,-2,2,2,0,1,-2,1,-2,2,2,0,0,1,1,-2,2,2,2,2,2,-2,-2,-2,-2,1,1,-1,0,1,-1,"LSD",2,74
"138",17,2,-1,1,2,2,2,2,0,0,2,0,1,1,1,0,2,0,0,-1,-2,-2,2,0,1,2,1,-1,0,1,1,1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,-2,1,1,-1,0,0,0,2,0,"MDMA",3,45
"139",18,1,-2,1,0,0,1,2,1,0,-1,1,1,-1,-2,0,1,-1,-2,-2,2,2,0,1,0,2,0,2,2,0,0,-1,1,-1,-2,0,0,0,0,0,0,0,0,2,0,2,2,-2,-2,0,0,0,2,"Alcohol",5,34
"140",23,1,-1,2,2,2,-1,0,0,0,0,-1,1,0,0,2,2,-1,1,0,-1,-1,-1,-1,0,0,-1,0,-2,0,0,1,0,-1,-1,2,2,2,2,0,1,1,1,-1,0,-2,0,1,0,-2,1,2,2,"Marijuana",5,64
"141",21,1,-2,2,1,1,1,1,1,1,-2,-2,-2,1,0,0,0,0,0,1,1,-1,0,0,-1,0,0,0,0,-2,0,1,1,1,-1,0,1,1,1,1,1,0,0,1,1,1,1,1,2,-1,1,2,2,"Marijuana",7,64
"142",19,2,1,0,1,1,2,-1,0,1,1,1,2,2,1,2,2,1,2,1,-2,0,-2,-2,0,2,2,1,0,2,-2,2,-2,-2,-2,-2,2,1,2,0,2,2,1,0,-2,-2,-2,2,1,1,2,1,-2,"LSD",4,74
"143",25,1,0,0,1,2,1,1,-1,0,1,-1,2,2,2,2,1,-1,1,1,-2,-2,-2,-1,1,2,2,0,-2,2,0,2,0,-1,1,-1,1,1,2,2,2,2,2,0,-1,-1,-2,1,1,-2,2,1,-2,"Psilocybin",4,39
"144",20,1,-1,1,2,2,2,2,2,2,2,-2,1,2,2,2,1,-1,2,1,-1,1,0,-2,1,1,2,-1,-2,2,1,2,-2,1,-2,1,2,1,2,2,2,2,2,2,-1,1,-1,1,1,-2,2,2,-1,"LSD",3,74
"145",19,1,1,1,2,2,1,2,2,1,-1,-2,2,2,-1,1,2,-1,2,2,-2,-1,-2,1,-1,1,1,-1,-2,1,1,2,1,-2,0,1,0,2,2,1,1,2,1,1,2,-2,0,1,2,0,2,2,2,"Marijuana",7,64
"146",23,-2,1,0,1,0,-2,-1,-2,2,2,1,1,2,2,2,0,1,1,-1,0,1,0,0,-1,-1,1,-1,-1,1,-2,2,-2,1,-2,2,2,0,1,1,1,1,0,1,-2,1,1,1,-2,0,2,1,0,"DMT",2,17
"147",18,1,-2,1,0,1,0,2,2,0,1,1,1,0,-2,-2,1,1,0,-2,1,1,0,0,-1,1,0,1,2,-2,1,0,0,2,0,0,0,1,0,-1,-1,0,0,2,-1,1,0,-1,1,0,0,1,0,"Alcohol",4,34
"148",19,1,0,-1,1,0,2,0,0,1,2,1,1,2,1,0,1,0,1,-1,1,1,0,-2,1,0,-1,0,-2,0,-2,1,1,0,0,2,1,0,1,1,0,1,0,1,-1,0,0,1,2,0,-2,2,0,"LSD",1,74
"149",19,0,0,1,2,2,1,-2,2,2,2,-1,0,2,2,2,-1,1,2,2,-2,-1,2,-2,-2,2,2,0,-2,2,-1,2,-2,-1,1,-1,2,2,2,2,2,2,2,1,-2,-2,-2,1,2,-1,2,-2,-2,"DMT",3,17
"150",19,2,1,0,1,1,2,1,0,2,1,1,2,2,1,1,1,1,1,0,0,1,1,0,0,2,1,0,-2,0,0,2,0,0,0,1,1,0,2,1,1,2,1,1,0,0,1,1,1,0,2,2,0,"LSD",3,74
"151",19,2,-2,2,2,2,2,2,2,-2,2,-2,2,2,-1,-1,2,-1,2,2,-2,0,-2,-2,1,1,2,-1,-2,2,-2,1,-2,-2,-2,2,1,1,-1,0,0,1,-1,-1,0,-2,0,1,0,-2,2,2,2,"Marijuana",7,64
"152",23,0,2,-2,2,2,2,-1,1,2,2,1,2,2,-1,-2,-2,-2,0,0,-1,-1,1,0,1,2,2,2,-2,2,2,2,-1,-1,0,1,1,2,2,1,1,0,1,-1,-2,-2,-2,1,0,1,2,2,2,"Piracetam",3,5
"153",26,-2,0,0,0,1,-1,0,0,-1,1,0,0,2,1,2,2,1,0,-1,0,1,0,-1,1,2,2,0,1,2,-2,1,-2,0,0,2,1,2,2,2,1,1,1,1,-2,0,-1,-1,1,0,1,2,-1,"DXM",4,9
"154",19,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,-1,2,-1,-1,0,0,0,2,2,2,1,-2,2,1,2,0,0,1,0,1,2,2,2,2,2,2,1,0,-2,1,1,2,0,2,2,2,"LSD",3,74
"155",16,1,0,2,2,2,1,1,0,2,1,-2,2,2,2,2,2,1,2,-2,-2,2,1,-2,2,2,1,-1,-1,1,0,2,-2,-2,-2,1,2,1,2,2,2,2,1,0,-2,-1,-2,1,2,-2,1,2,1,"LSD",2,74
"156",18,1,1,2,2,2,0,0,0,2,2,1,1,2,2,0,1,0,1,-1,0,1,0,0,2,-1,0,0,-1,0,-1,1,-2,1,-1,2,2,1,1,1,1,2,1,2,-2,1,2,-1,2,0,0,1,-1,"LSD",2,74
"157",22,-1,-2,-1,-2,-2,0,1,-2,1,0,2,-1,-2,-2,-2,-2,2,-2,-2,1,2,0,0,0,2,-2,2,2,-2,-2,-2,-2,2,-2,-2,-2,1,-2,-2,-2,-2,-2,2,0,2,0,-2,-1,-2,-2,-1,-2,"Alcohol",5,34
"158",32,2,1,-1,2,2,2,1,0,2,2,2,2,2,2,2,2,1,2,-1,1,2,-1,-2,2,2,2,-2,1,2,0,2,0,1,-2,2,2,-1,2,2,2,2,1,2,-2,-2,-2,2,2,0,2,2,1,"LSD",3,74
"159",18,2,2,-2,1,2,1,-1,-1,2,2,2,2,2,2,1,1,2,2,-1,-2,2,2,2,2,-1,-1,-2,-2,-1,-2,2,-1,0,1,2,2,2,2,2,2,2,1,0,0,2,-2,1,2,-2,1,1,-1,"LSD",3,74
"160",18,0,0,1,1,1,0,0,1,2,1,-1,1,2,2,0,1,-2,1,-1,-2,0,2,-1,-1,0,1,0,-1,0,0,2,-1,0,1,-1,2,1,0,1,2,2,0,-1,-1,1,-1,0,2,0,2,2,0,"Psilocybin",1,39
"161",43,2,0,0,1,0,2,2,2,1,2,0,2,2,1,1,0,0,2,2,1,1,2,-1,2,-1,2,2,1,2,2,2,1,0,1,1,0,0,1,2,1,2,2,-1,-1,0,1,2,2,2,2,1,-1,"Methamphetamine",7,2
"162",18,1,-2,1,2,2,0,1,2,1,2,1,0,2,1,2,2,0,2,1,-2,0,-1,-1,0,2,2,1,-2,2,0,2,0,-1,1,-1,2,2,2,2,2,2,2,-1,-1,1,0,2,2,0,2,2,-1,"Psilocybin",3,39
"163",18,0,-1,2,-1,-1,0,1,0,0,0,0,1,1,-1,-1,-1,0,-1,-1,-1,-1,-2,-1,0,1,0,0,0,-1,-1,1,-2,-1,-2,-1,-2,-1,-2,-2,-2,-1,-2,1,0,0,-1,-2,-2,-2,-1,1,0,"Alcohol",5,34
"164",24,1,-2,2,2,2,1,2,2,-1,0,-2,0,1,1,1,2,-2,-1,0,-1,-2,-2,-2,0,2,-2,1,1,0,1,-2,2,1,-2,1,2,2,0,2,1,2,2,0,1,2,2,0,2,0,0,2,2,"Oxycodone",7,1
"165",23,0,1,-1,2,2,2,2,2,1,1,1,2,1,2,1,0,1,1,-2,0,1,1,0,1,0,0,-1,0,0,1,2,-2,-2,-2,2,2,0,1,1,1,1,2,2,-2,1,-2,1,1,0,1,2,0,"2C-B",2,8
"166",44,0,-1,2,0,1,0,1,1,1,-1,-2,0,0,0,-1,-2,-2,0,1,-2,-2,-2,2,0,0,-1,2,2,-1,-2,-1,2,0,-2,1,0,2,-1,-1,-1,2,0,1,-1,2,2,1,1,0,1,0,-2,"Heroine",6,20
"167",20,1,1,0,-1,1,1,0,-1,2,2,2,-1,1,1,1,2,2,2,-1,-1,2,1,-1,2,2,2,2,-1,1,0,2,-2,-1,0,-1,1,-1,1,2,1,2,2,-1,-2,1,-2,1,0,-1,0,1,-2,"LSD",2,74
"168",59,1,1,0,2,2,2,1,0,2,2,2,2,2,0,2,2,0,2,1,0,1,0,-2,0,2,2,0,-1,2,1,2,-1,0,-1,2,1,-1,2,2,2,2,2,-1,-2,-2,-1,2,2,0,2,2,0,"Psilocybin",3,39
"169",29,1,-1,-1,1,2,0,-1,0,1,2,1,2,2,1,2,2,-2,2,-1,-1,2,-2,-1,2,1,2,1,0,2,1,2,0,0,1,1,1,1,2,2,1,1,1,1,1,0,0,1,1,0,2,2,2,"LSD",2,74
"170",20,1,-2,2,2,2,1,1,2,2,1,-2,2,2,1,2,2,-2,2,1,-2,0,-1,-2,0,2,2,-1,-1,1,-1,2,0,-1,-1,2,2,2,2,2,2,2,2,-1,1,0,-2,2,2,-1,2,2,0,"Psilocybin",4,39
"171",20,2,1,-1,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,0,0,1,2,0,2,2,2,0,0,2,1,2,0,1,0,2,2,1,2,2,2,2,2,0,2,1,0,2,2,1,2,2,0,"LSD",4,74
"172",18,2,0,2,2,1,2,2,2,0,2,-2,2,2,2,2,2,-2,2,2,-2,-2,-2,-2,1,2,2,-2,-2,2,0,2,-2,-2,-2,2,2,2,2,2,2,2,2,-2,-2,-2,2,2,2,2,2,2,2,"Marijuana",7,64
"173",16,2,-1,0,2,2,1,2,2,2,2,-1,1,2,2,2,1,-1,2,2,-1,0,-2,-1,2,2,2,2,-2,2,0,2,-2,-1,-2,-2,2,-1,2,2,2,2,2,-2,-1,1,-2,2,1,-2,2,2,0,"LSD",1,74
"174",15,2,-2,2,2,2,2,2,1,-2,2,-2,2,2,-2,-2,2,-2,2,0,-2,-2,2,0,0,1,1,-1,0,1,2,2,-2,-2,-2,-2,0,0,1,-2,-2,2,-2,-2,-2,-2,-1,-2,1,-2,1,2,2,"MDMA",2,45
"175",34,1,1,-1,1,1,1,1,1,1,1,0,1,2,1,2,1,0,2,-1,-2,1,1,-2,2,2,1,0,-1,1,1,2,1,0,-2,1,2,0,2,2,1,2,1,1,-1,0,0,1,1,0,1,1,0,"LSD",4,74
"176",34,1,1,1,1,2,0,1,1,2,2,1,1,2,2,2,1,0,2,0,0,1,1,-1,0,1,1,0,-1,1,1,2,1,0,-1,1,2,1,1,2,2,2,1,1,-1,0,0,1,1,0,1,2,1,"Psilocybin",3,39
"177",18,1,-1,1,2,2,-1,-2,0,1,1,1,1,2,2,1,2,-1,2,-1,-2,1,0,-2,2,2,1,0,-2,0,0,2,-1,0,1,1,2,1,2,2,1,1,1,1,-2,1,-2,1,1,0,2,2,1,"LSD",4,74
"178",15,2,1,-1,1,2,2,1,0,0,2,0,0,0,1,1,2,1,0,-1,1,-2,2,-2,1,1,0,-2,1,0,0,2,-1,1,-2,-1,1,-1,2,2,1,2,2,-2,-2,2,1,0,-2,0,-1,2,-2,"MDMA",4,45
"179",21,1,0,0,1,1,1,1,0,0,1,-1,1,2,2,0,1,0,2,0,-1,-1,0,1,1,1,1,-1,-2,1,1,2,-1,-1,-1,2,2,0,1,1,0,1,1,-1,0,0,0,1,1,0,1,2,1,"AL-LAD",3,2
"180",27,2,-1,1,0,1,-1,-1,2,0,0,0,0,2,1,1,2,0,2,1,-2,1,-1,-2,1,1,2,-2,0,2,0,2,0,0,0,0,0,2,2,2,1,1,1,0,-1,2,2,2,0,0,2,2,2,"Marijuana",7,64
"181",24,-1,-2,0,0,1,-2,-2,1,2,1,-1,2,2,2,1,1,-1,1,-1,-2,1,-2,-2,-1,0,1,0,1,1,-2,1,0,0,-2,2,2,1,1,1,1,1,2,0,-2,2,2,1,1,1,1,0,-1,"Ketamine",5,8
"182",19,-2,-2,2,1,1,-1,1,1,0,1,0,0,1,0,0,1,0,-1,-1,-1,1,-1,0,0,0,-1,0,0,0,-1,2,1,0,-2,2,-2,2,0,0,0,2,-1,2,1,1,2,-1,0,0,-1,1,1,"Alprazolam",6,3
"183",22,-1,-2,2,-1,-1,-2,-1,-2,2,0,1,0,-1,1,-2,-2,-1,-2,-2,-1,2,-2,2,0,-2,-2,1,2,-2,-2,-2,0,-1,-2,1,0,1,-2,-2,-2,-2,-2,2,-1,2,-2,-2,0,0,-2,0,-1,"Clonazepam",3,4
"184",20,2,2,-2,0,0,0,-1,-2,2,2,2,-2,1,2,2,2,2,0,-2,2,2,2,-2,2,2,1,2,2,1,-2,2,2,2,-2,-2,0,-2,0,1,-1,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,"DOC",1,1
"185",25,1,-1,2,1,1,0,-2,0,0,0,-1,2,2,0,1,1,-1,1,-1,0,1,-1,0,-1,1,0,0,-2,0,0,2,0,-1,-1,1,0,2,0,0,0,0,1,0,0,-2,1,0,1,0,2,2,2,"Marijuana",7,64
"186",19,0,1,1,1,1,-1,-1,0,1,2,0,1,1,1,2,1,0,1,0,0,1,1,0,2,0,-1,0,-2,0,0,1,0,1,1,2,2,1,1,1,0,0,0,1,-2,1,0,1,0,0,-1,2,0,"LSD",2,74
"187",30,2,-2,0,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,2,-2,-2,-2,-2,0,-2,2,2,0,1,0,2,0,-1,-1,-2,-2,2,2,2,-2,2,2,0,-1,-1,2,2,2,-1,2,1,1,"Hydrocodone",3,2
"188",25,-1,-2,1,2,2,0,1,1,-2,-2,-2,-2,1,0,2,2,-2,1,1,-1,-2,-2,-2,0,1,2,1,-1,1,0,1,0,0,0,1,1,1,2,2,2,1,0,-1,1,1,2,0,-1,-1,1,1,0,"Heroine",6,20
